cluster_name	safe_cluster_id	representative_id	ko	trusted_hit	score	evalue	threshold	kofamscan_definition	ko_definition	module_ids	module_names	pathway_ids	pathway_names	brite_A_id	brite_A_name	brite_B_id	brite_B_name	brite_C_id	brite_C_name	brite_ko_entry	pfam_target_name	pfam_accession	pfam_full_evalue	pfam_full_score	pfam_domain_i_evalue	pfam_domain_score	pfam_description	HAY1-4A	KNZ1-1G	KNZ1-1H	KNZ1-4G	KNZ1-6H	KNZ1-9H	KNZ12-10F	KNZ12-12B	KNZ12-1A	KNZ12-1B	KNZ12-6F	KNZ12-7H	KNZ13-10G	KNZ13-1A	KNZ13-6D	KNZ14-11B	KNZ14-9G	KNZ2-12A	KNZ2-1B	KNZ2-1C	KNZ2-3D	KNZ2-4C	KNZ2-5A	KNZ2-5C	KNZ2-5D	KNZ2-6B	KNZ2-6D	KNZ2-7A	KNZ2-8B	KNZ2-8D	KNZ2-9B	SVR3-12F	SVR3-5F	SVR3-6C	SVR3-7D	SVR3-7F	SVR3-8D	SVR3-8G	SVR3-9D	SVR3-9F	SVR3-9G	SVR3-9H	SVR4-10G	SVR4-12F	SVR4-1A	SVR4-1E	SVR4-7E	SVR4-9A	SVR4-9G	SVR5-10A	SVR5-11B	SVR5-12D	SVR5-12G	SVR5-1A	SVR5-1B	SVR5-1H	SVR5-2B	SVR5-3A	SVR5-3C	SVR5-3E	SVR5-4F	SVR5-5G	SVR5-9B	SVR6-10C	SVR6-10D	SVR6-11A	SVR6-11D	SVR6-7A	SVR6-8A	SVR6-9D	TLI6-10H	TLI6-11F	TLI6-1G	TLI6-3F	TLI6-4A	TLI6-5F	TLI6-5H	TLI6-8H	TLI6-IE	TLI7-5F	TLI7-6A	TLI7-7B	TLI7-7G	TLI8-10B	TLI8-4H	TLI8-6C	TLI8-7A	TLI8-8A	TLI8-8F	TLI8-9D	TLI8-9H	TLI9-11B	TLI9-11C	TLI9-12B	TLI9-1C	TLI9-3A
N5-carboxyaminoimidazole ribonucleotide mutase	cluster_004101	SVR312F_06905	K01588	yes	276.2	2.00E-82	110.17	5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]	purE; 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]	M00048	"M00048: De novo purine biosynthesis, PRPP + glutamine => IMP"	map00230; ko00230; map01100; ko01100; map01110; ko01110	map00230: Purine metabolism; ko00230; map01100: Metabolic pathways; ko01100; map01110: Biosynthesis of secondary metabolites; ko01110	9100	Metabolism	9104	Nucleotide metabolism	ko00230	Purine metabolism	purE; 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]	AIRC	PF00731.27	6.80E-61	204.7	7.60E-61	204.6	AIR carboxylase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_1528																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_1530	cluster_004176	SVR312F_06985	K27956	yes	394.3	4.50E-118	207.57	lipoprotein N-acyltransferase [EC:2.3.1.-]	lnb; lipoprotein N-acyltransferase [EC:2.3.1.-]					9190	Not Included in Pathway or Brite	9191	Unclassified: metabolism	99980	Enzymes with EC numbers	lnb; lipoprotein N-acyltransferase [EC:2.3.1.-]	Lnb_N	PF13387.13	6.30E-18	65.5	9.50E-18	64.9	Lnb N-terminal periplasmic domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_1531	cluster_004178	SVR312F_07025	K01303	yes	160.7	3.60E-47	144.4	acylaminoacyl-peptidase [EC:3.4.19.1]	APEH; acylaminoacyl-peptidase [EC:3.4.19.1]					9180	Brite Hierarchies	9181	Protein families: metabolism	1002	Peptidases and inhibitors [BR:ko01002]	APEH; acylaminoacyl-peptidase [EC:3.4.19.1]	Peptidase_S9	PF00326.28	5.20E-60	203.2	7.20E-60	202.7	Prolyl oligopeptidase family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_1535	cluster_004145	SVR312F_07160	K25034	no	158.7	1.60E-46	234.9	cobalamin transport system substrate-binding protein	btuF; cobalamin transport system substrate-binding protein					9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	2000	Transporters [BR:ko02000]	btuF; cobalamin transport system substrate-binding protein	Peripla_BP_2	PF01497.24	3.60E-40	138.4	4.10E-40	138.2	Periplasmic binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_1536	cluster_004214	SVR312F_07225	K08289	yes	738.4	8.60E-222	264.77	phosphoribosylglycinamide formyltransferase 2 [EC:6.3.1.21]	purT; phosphoribosylglycinamide formyltransferase 2 [EC:6.3.1.21]	M00048	"M00048: De novo purine biosynthesis, PRPP + glutamine => IMP"	map00230; ko00230; map01100; ko01100; map01110; ko01110	map00230: Purine metabolism; ko00230; map01100: Metabolic pathways; ko01100; map01110: Biosynthesis of secondary metabolites; ko01110	9100	Metabolism	9104	Nucleotide metabolism	ko00230	Purine metabolism	purT; phosphoribosylglycinamide formyltransferase 2 [EC:6.3.1.21]	ATP-grasp	PF02222.28	2.80E-57	193.8	4.30E-57	193.2	ATP-grasp domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPFH domain-containing protein	cluster_004123	SVR312F_07235	K04088	no	61.1	6.10E-17	182.47	modulator of FtsH protease HflK	hflK; modulator of FtsH protease HflK					9180	Brite Hierarchies	9181	Protein families: metabolism	1002	Peptidases and inhibitors [BR:ko01002]	hflK; modulator of FtsH protease HflK	Band_7	PF01145.32	7.30E-24	85.3	1.10E-23	84.8	SPFH domain / Band 7 family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCO family protein	cluster_004229	SVR312F_07250	K07152	yes	206.1	7.50E-61	55.47	protein SCO1	SCO1; protein SCO1					9180	Brite Hierarchies	9182	Protein families: genetic information processing	3029	Mitochondrial biogenesis [BR:ko03029]	SCO1; protein SCO1	SCO1-SenC	PF02630.21	1.20E-44	152.1	1.50E-44	151.8	SCO1/SenC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPF0761 membrane protein SAMN02800691_2518	cluster_004158	SVR312F_07270	K07058	yes	222.2	8.30E-66	41.77	membrane protein	K07058; membrane protein					9190	Not Included in Pathway or Brite	9194	Poorly characterized	99996	General function prediction only	K07058; membrane protein	Virul_fac_BrkB	PF03631.21	7.80E-60	203.3	1.00E-59	202.9	Virulence factor BrkB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_1540	cluster_004316	SVR312F_07320	K08604	yes	820.7	1.50E-246	459.5	vibriolysin [EC:3.4.24.25]	"hap, nprV; vibriolysin [EC:3.4.24.25]"			map05110; ko05110; map05111; ko05111	map05110: Vibrio cholerae infection; ko05110; map05111: Biofilm formation - Vibrio cholerae; ko05111	9180	Brite Hierarchies	9181	Protein families: metabolism	1002	Peptidases and inhibitors [BR:ko01002]	"hap, nprV; vibriolysin [EC:3.4.24.25]"	Peptidase_M4_C	PF02868.22	3.50E-34	118.6	6.40E-34	117.8	"Thermolysin metallopeptidase, alpha-helical domain"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_1541	cluster_004171	SVR312F_07350	K02410	no	17.2	0.0017	84.2	flagellar motor switch protein FliG	fliG; flagellar motor switch protein FliG			map02030; ko02030; map02040; ko02040	map02030: Bacterial chemotaxis; ko02030; map02040: Flagellar assembly; ko02040	9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	2035	Bacterial motility proteins [BR:ko02035]	fliG; flagellar motor switch protein FliG	DUF3106	PF11304.14	2.10E-31	109	5.60E-31	107.7	Protein of unknown function (DUF3106)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_1543	cluster_003891	SVR312F_07395	K06075	no	71.4	7.60E-20	109.1	"MarR family transcriptional regulator, transcriptional regulator for hemolysin"	"slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin"					9180	Brite Hierarchies	9182	Protein families: genetic information processing	3000	Transcription factors [BR:ko03000]	"slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin"	MarR	PF01047.29	8.10E-09	35.8	1.50E-08	35	MarR family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF3459 domain-containing protein	cluster_004209	SVR37D_07830	K05343	yes	785.5	4.70E-236	438.87	maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]	treS; maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]			map00500; ko00500; map01100; ko01100; map01110; ko01110	map00500: Starch and sucrose metabolism; ko00500; map01100: Metabolic pathways; ko01100; map01110: Biosynthesis of secondary metabolites; ko01110	9100	Metabolism	9101	Carbohydrate metabolism	ko00500	Starch and sucrose metabolism	treS; maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]	Alpha-amylase	PF00128.32	1.80E-86	291.7	1.70E-72	245.6	"Alpha amylase, catalytic domain"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_1545	cluster_003964	SVR312F_07430	K23528	no	292.9	7.90E-88	400.97	p-benzoquinone reductase (NADPH) [EC:1.6.5.6]	pnpB; p-benzoquinone reductase (NADPH) [EC:1.6.5.6]			map00627; ko00627; map01120; ko01120	map00627: Aminobenzoate degradation; ko00627; map01120: Microbial metabolism in diverse environments; ko01120	9100	Metabolism	9111	Xenobiotics biodegradation and metabolism	ko00627	Aminobenzoate degradation	pnpB; p-benzoquinone reductase (NADPH) [EC:1.6.5.6]	FMN_red	PF03358.21	1.00E-12	48.5	1.40E-12	48	NADPH-dependent FMN reductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CocE/NonD family hydrolase	cluster_003939	SVR37D_07910	K06978	yes	424.1	7.20E-127	232.83	uncharacterized protein	K06978; uncharacterized protein					9190	Not Included in Pathway or Brite	9194	Poorly characterized	99997	Function unknown	K06978; uncharacterized protein	Peptidase_S15	PF02129.25	8.40E-73	245.9	1.10E-72	245.5	X-Pro dipeptidyl-peptidase (S15 family)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_1548	cluster_004109	SVR312F_07505	K00847	yes	271.6	1.30E-80	177.2	fructokinase [EC:2.7.1.4]	"E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]"			map00051; ko00051; map00500; ko00500; map00520; ko00520; map01100; ko01100; map01110; ko01110; map01250; ko01250	map00051: Fructose and mannose metabolism; ko00051; map00500: Starch and sucrose metabolism; ko00500; map00520: Amino sugar and nucleotide sugar metabolism; ko00520; map01100: Metabolic pathways; ko01100; map01110: Biosynthesis of secondary metabolites; ko01110; map01250: Biosynthesis of nucleotide sugars; ko01250	9100	Metabolism	9107	Glycan biosynthesis and metabolism	ko00520	Amino sugar and nucleotide sugar metabolism	"E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]"	PfkB	PF00294.30	9.10E-53	180.1	1.00E-52	179.9	pfkB family carbohydrate kinase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_1549	cluster_004204	SVR312F_07595	K07250	no	456.4	7.30E-137	636.87	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]	gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]	M00027; M00956; M00957	"M00027: GABA (gamma-Aminobutyrate) shunt; M00956: Lysine degradation, bacteria, L-lysine => succinate; M00957: Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA"	map00250; ko00250; map00280; ko00280; map00310; ko00310; map00410; ko00410; map00640; ko00640; map00650; ko00650; map01100; ko01100; map01120; ko01120	"map00250: Alanine, aspartate and glutamate metabolism; ko00250; map00280: Valine, leucine and isoleucine degradation; ko00280; map00310: Lysine degradation; ko00310; map00410: beta-Alanine metabolism; ko00410; map00640: Propanoate metabolism; ko00640; map00650: Butanoate metabolism; ko00650; map01100: Metabolic pathways; ko01100; map01120: Microbial metabolism in diverse environments; ko01120"	9180	Brite Hierarchies	9181	Protein families: metabolism	1007	Amino acid related enzymes [BR:ko01007]	gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]	Aminotran_3	PF00202.28	7.40E-72	242.8	9.60E-72	242.5	Aminotransferase class-III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dicarboxylate/amino acid:cation symporter																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"L,D-transpeptidase family protein"	cluster_004161	SVR312F_07615	K08641	no	13.8	0.013	55.17	zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]	vanX; zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]	M00651	"M00651: Vancomycin resistance, D-Ala-D-Lac type"	map01502; ko01502; map02020; ko02020	map01502: Vancomycin resistance; ko01502; map02020: Two-component system; ko02020	9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	1504	Antimicrobial resistance genes [BR:ko01504]	vanX; zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]	YkuD	PF03734.20	6.80E-07	30.5	1.30E-06	29.6	"L,D-transpeptidase catalytic domain"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NlpC-P60 family protein	cluster_004276	SVR312F_07630	K20742	no	66.3	2.00E-18	168.13	gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13]	ykfC; gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13]					9180	Brite Hierarchies	9181	Protein families: metabolism	1002	Peptidases and inhibitors [BR:ko01002]	ykfC; gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13]	SH3_6	PF12913.14	7.30E-17	61.3	2.10E-16	59.8	SH3 domain (SH3b1 type)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_1553	cluster_003885	SVR37D_08110	K16915	no	16	0.0053	49.83	nickel transport protein	cbiL; nickel transport protein			map02010; ko02010	map02010: ABC transporters; ko02010	9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	2000	Transporters [BR:ko02000]	cbiL; nickel transport protein	OMP_b-brl_4	PF25183.2	3.80E-30	105.6	1.00E-13	51.2	Outer membrane beta barrel domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_1554	cluster_004311	SVR312F_07655	K08641	yes	273.2	1.70E-81	55.17	zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]	vanX; zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]	M00651	"M00651: Vancomycin resistance, D-Ala-D-Lac type"	map01502; ko01502; map02020; ko02020	map01502: Vancomycin resistance; ko01502; map02020: Two-component system; ko02020	9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	1504	Antimicrobial resistance genes [BR:ko01504]	vanX; zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]	Peptidase_M15	PF01427.23	1.30E-47	162.7	1.50E-47	162.5	D-ala-D-ala dipeptidase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_1555	cluster_004292	SVR312F_07665	K01950	no	496.8	7.60E-149	505.1	NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	"E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]"	M00115; M00912	"M00115: NAD biosynthesis, aspartate => quinolinate => NAD; M00912: NAD biosynthesis, tryptophan => quinolinate => NAD"	map00760; ko00760; map01100; ko01100; map01240; ko01240	map00760: Nicotinate and nicotinamide metabolism; ko00760; map01100: Metabolic pathways; ko01100; map01240: Biosynthesis of cofactors; ko01240	9100	Metabolism	9108	Metabolism of cofactors and vitamins	ko00760	Nicotinate and nicotinamide metabolism	"E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]"	NAD_synthase	PF02540.24	1.70E-73	247.4	2.20E-73	246.9	NAD synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_1559	cluster_004286	SVR312F_08160	K20975	no	459.2	1.60E-137	483.33	"two-component system, sensor histidine kinase [EC:2.7.13.3]"	"K20975; two-component system, sensor histidine kinase [EC:2.7.13.3]"			map02020; ko02020; map02025; ko02025	map02020: Two-component system; ko02020; map02025: Biofilm formation - Pseudomonas aeruginosa; ko02025	9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	2022	Two-component system [BR:ko02022]	"K20975; two-component system, sensor histidine kinase [EC:2.7.13.3]"	HATPase_c	PF02518.32	3.40E-22	79.6	7.50E-22	78.5	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
adenine phosphoribosyltransferase	cluster_004335	SVR312F_08185	K00759	yes	255	6.40E-76	87.2	adenine phosphoribosyltransferase [EC:2.4.2.7]	"APRT, apt; adenine phosphoribosyltransferase [EC:2.4.2.7]"			map00230; ko00230; map01100; ko01100; map01232; ko01232	map00230: Purine metabolism; ko00230; map01100: Metabolic pathways; ko01100; map01232: Nucleotide metabolism; ko01232	9180	Brite Hierarchies	9183	Protein families: signaling and cellular processes	4147	Exosome [BR:ko04147]	"APRT, apt; adenine phosphoribosyltransferase [EC:2.4.2.7]"	Pribosyltran	PF00156.34	8.80E-14	51.7	1.60E-13	50.8	Phosphoribosyl transferase domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_1561	cluster_004287	SVR312F_08195	K04761	yes	450.4	3.70E-135	247	"LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator"	"oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator"			map02026; ko02026	map02026: Biofilm formation - Escherichia coli; ko02026	9180	Brite Hierarchies	9182	Protein families: genetic information processing	3000	Transcription factors [BR:ko03000]	"oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator"	LysR_substrate	PF03466.26	6.10E-56	189.7	8.80E-56	189.2	LysR substrate binding domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_1562	cluster_003999	SVR312F_08205	K04756	yes	230.5	1.10E-68	88.73	lipoyl-dependent peroxiredoxin subunit D [EC:1.11.1.28]	ahpD; lipoyl-dependent peroxiredoxin subunit D [EC:1.11.1.28]					9190	Not Included in Pathway or Brite	9191	Unclassified: metabolism	99980	Enzymes with EC numbers	ahpD; lipoyl-dependent peroxiredoxin subunit D [EC:1.11.1.28]	CMD	PF02627.26	1.10E-11	45.1	8.20E-11	42.3	Carboxymuconolactone decarboxylase family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA signal recognition particle 4-5S RNA																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
